"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"Bulworth ","Warren Beatty",1998,"Color",110,108,26525834,"Comedy|Drama|Romance","English","USA","R",30000000,6.8
"The Mummy Returns ","Stephen Sommers",2001,"Color",202,130,202007640,"Action|Adventure|Fantasy|Thriller","English","USA","PG-13",98000000,6.3
"Tae Guk Gi: The Brotherhood of War ","Je-kyu Kang",2004,"Color",86,148,1110186,"Action|Drama|War","Korean","South Korea","R",12800000,8.1
"Love & Other Drugs ","Edward Zwick",2010,"Color",219,112,32357532,"Comedy|Drama|Romance","English","USA","R",30000000,6.7
"Take Shelter ","Jeff Nichols",2011,"Color",359,121,1729969,"Drama|Thriller","English","USA","R",5000000,7.4
"Open Season ","Roger Allers",2006,"Color",107,83,84303558,"Adventure|Animation|Comedy|Family","English","USA","PG",85000000,6.2
"Cellular ","David R. Ellis",2004,"Color",127,94,32003620,"Action|Crime|Thriller","English","USA","PG-13",25000000,6.5
"The Ballad of Jack and Rose ","Rebecca Miller",2005,"Color",75,112,712294,"Drama","English","USA","R",1500000,6.7
"Star Wars: Episode V - The Empire Strikes Back ","Irvin Kershner",1980,"Color",223,127,290158751,"Action|Adventure|Fantasy|Sci-Fi","English","USA","PG",18000000,8.8
"Go ","Doug Liman",1999,"Color",137,102,16842303,"Comedy|Crime","English","USA","R",6500000,7.3
"Zombieland ","Ruben Fleischer",2009,"Color",445,88,75590286,"Adventure|Comedy|Horror|Sci-Fi","English","USA","R",23600000,7.7
"Snakes on a Plane ","David R. Ellis",2006,"Color",285,105,34014398,"Action|Adventure|Crime|Drama|Thriller","English","Germany","R",33000000,5.6
"The Mist ","Frank Darabont",2007,"Color",330,126,25592632,"Horror","English","USA","R",18000000,7.2
"Jaws 2 ","Jeannot Szwarc",1978,"Color",75,131,102922376,"Adventure|Horror|Thriller","English","USA","PG",20000000,5.7
"Mr 3000 ","Charles Stone III",2004,"Color",63,104,21800302,"Comedy|Drama|Romance|Sport","English","USA","PG-13",30000000,5.5
"Small Soldiers ","Joe Dante",1998,"Color",100,108,53955614,"Action|Adventure|Comedy|Family|Sci-Fi","English","USA","PG-13",40000000,6.1
"Rent ","Chris Columbus",2005,"Color",146,135,29077547,"Drama|Musical|Romance","English","USA","PG-13",40000000,7
"Disclosure ","Barry Levinson",1994,"Color",55,128,83000000,"Drama|Thriller","English","USA","R",55000000,6
"The Best Offer ","Giuseppe Tornatore",2013,"Color",124,131,85433,"Crime|Drama|Mystery|Romance","English","Italy","R",13500000,7.8
"Sgt. Bilko ","Jonathan Lynn",1996,"Color",23,93,30400000,"Comedy","English","USA","PG",39000000,5.7
"Hall Pass ","Bobby Farrelly",2011,"Color",237,111,45045037,"Comedy|Romance","English","USA","R",36000000,5.9
"Octopussy ","John Glen",1983,"Color",106,131,67900000,"Action|Adventure|Thriller","English","UK","PG",27500000,6.6
"The Counselor ","Ridley Scott",2013,"Color",336,138,16969390,"Crime|Drama|Thriller","English","USA","R",25000000,5.3
"The Fifth Element ","Luc Besson",1997,"Color",173,126,63540020,"Action|Adventure|Sci-Fi","English","France","PG-13",93000000,7.7
"Aladdin ","Ron Clements",1992,"Color",124,90,217350219,"Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance","English","USA","G",28000000,8
"The Greatest ","Shana Feste",2009,"Color",63,96,115862,"Drama|Romance","English","USA","R",6000000,6.7
"Letters to Juliet ","Gary Winick",2010,"Color",159,105,53021560,"Comedy|Drama|Romance","English","USA","PG",30000000,6.5
"My Dog Skip ","Jay Russell",2000,"Color",79,95,34099640,"Drama|Family|Sport","English","USA","PG",5000000,7
"For Greater Glory: The True Story of Cristiada ","Dean Wright",2012,"Color",43,145,5669081,"Drama|History|War","Spanish","Mexico","R",10818775,6.6
"Scrooged ","Richard Donner",1988,"Color",88,101,60328558,"Comedy|Drama|Fantasy","English","USA","PG-13",32000000,7
"Think Like a Man ","Tim Story",2012,"Color",77,122,91547205,"Comedy|Romance","English","USA","PG-13",12000000,6.6
"The Lord of the Rings: The Fellowship of the Ring ","Peter Jackson",2001,"Color",297,171,313837577,"Action|Adventure|Drama|Fantasy","English","New Zealand","PG-13",93000000,8.8
"Brazil ","Terry Gilliam",1985,"Color",230,142,9929000,"Drama|Sci-Fi","English","UK","R",15000000,8
"The Time Machine ","Simon Wells",2002,"Color",124,96,56684819,"Action|Adventure|Sci-Fi","English","USA","PG-13",80000000,5.9
"Back to the Future Part II ","Robert Zemeckis",1989,"Color",125,108,118500000,"Adventure|Comedy|Sci-Fi","English","USA","PG",40000000,7.8
"Holy Man ","Stephen Herek",1998,"Color",56,114,12065985,"Comedy|Drama","English","USA","PG",60000000,4.9
"P.S. I Love You ","Richard LaGravenese",2007,"Color",131,126,53680848,"Drama|Romance","English","USA","PG-13",30000000,7.1
"The Gift ","Joel Edgerton",2015,"Color",297,108,43771291,"Mystery|Thriller","English","USA","R",5000000,7.1
"Swept Away ","Guy Ritchie",2002,"Color",71,89,598645,"Comedy|Romance","English","UK","R",10000000,3.6
"Enemy at the Gates ","Jean-Jacques Annaud",2001,"Color",187,131,51396781,"Drama|History|War","English","USA","R",68000000,7.6
"You've Got Mail ","Nora Ephron",1998,"Color",153,119,115731542,"Comedy|Drama|Romance","English","USA","PG",65000000,6.5
"Hanna ","Joe Wright",2011,"Color",417,111,40247512,"Action|Drama|Thriller","English","USA","PG-13",30000000,6.8
"The Losers ","Sylvain White",2010,"Color",213,97,23527955,"Action|Crime|Drama|Mystery|Thriller","English","USA","PG-13",25000000,6.4
"The Specials ","Craig Mazin",2000,"Color",29,82,12996,"Action|Comedy|Fantasy|Sci-Fi","English","USA","R",1000000,6
"The Reader ","Stephen Daldry",2008,"Color",299,124,34180954,"Drama|Romance","English","USA","R",32000000,7.6
"The Railway Man ","Jonathan Teplitzky",2013,"Color",186,116,4435083,"Biography|Drama|Romance|War","English","Australia","R",18000000,7.1
"Snitch ","Ric Roman Waugh",2013,"Color",238,112,42919096,"Action|Drama|Thriller","English","USA","PG-13",15000000,6.5
"Surf's Up ","Ash Brannon",2007,"Color",154,85,58867694,"Animation|Comedy|Family|Sport","English","USA","PG",100000000,6.8
"Along Came a Spider ","Lee Tamahori",2001,"Color",133,104,74058698,"Crime|Drama|Thriller","English","USA","R",60000000,6.3
"Ninja Assassin ","James McTeigue",2009,"Color",235,99,38105077,"Action|Crime|Thriller","English","USA","R",40000000,6.4
"Christmas with the Kranks ","Joe Roth",2004,"Color",105,99,73701902,"Comedy|Family","English","USA","PG",60000000,5.2
"Cinderella ","Kenneth Branagh",2015,"Color",343,105,201148159,"Drama|Family|Fantasy|Romance","English","USA","PG",95000000,7
"Serenity ","Joss Whedon",2005,"Color",276,119,25335935,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",40000000,8
"New in Town ","Jonas Elmer",2009,"Color",121,97,16699684,"Comedy|Romance","English","USA","PG",8000000,5.6
"Killer Joe ","William Friedkin",2011,"Color",376,98,1987762,"Crime|Drama|Romance|Thriller","English","USA","R",11000000,6.7
"Captain Phillips ","Paul Greengrass",2013,"Color",491,134,107100855,"Biography|Drama|Thriller","English","USA","PG-13",55000000,7.9
"Doogal ","Dave Borthwick",2006,"Color",31,77,7382993,"Adventure|Animation|Comedy|Family|Fantasy","English","USA","G",20000000,2.8
"All About the Benjamins ","Kevin Bray",2002,"Color",40,95,25482931,"Action|Comedy|Crime|Thriller","English","USA","R",14000000,5.7
"Salvation Boulevard ","George Ratliff",2011,"Color",48,96,27445,"Action|Comedy|Drama|Thriller","English","USA","R",9000000,5.3
"Election ","Alexander Payne",1999,"Color",175,103,14879556,"Comedy|Drama","English","USA","R",8000000,7.3
"Stranger Than Fiction ","Marc Forster",2006,"Color",253,113,40137776,"Comedy|Drama|Fantasy|Romance","English","USA","PG-13",38000000,7.6
"Lonesome Jim ","Steve Buscemi",2005,"Color",81,91,154077,"Comedy|Drama","English","USA","R",500000,6.6
"The Bourne Identity ","Doug Liman",2002,"Color",249,119,121468960,"Action|Mystery|Thriller","English","USA","PG-13",60000000,7.9
"The Ten ","David Wain",2007,"Color",65,96,766487,"Comedy|Romance","English","USA","R",5250000,5
"The Twilight Saga: Eclipse ","David Slade",2010,"Color",293,124,300523113,"Adventure|Drama|Fantasy|Romance","English","USA","PG-13",68000000,4.9
"Double Jeopardy ","Bruce Beresford",1999,"Color",129,105,116735231,"Crime|Mystery|Thriller","English","USA","R",70000000,6.4
"The Hills Have Eyes II ","Martin Weisz",2007,"Color",161,89,20801344,"Horror","English","USA","R",15000000,5.1
"Micmacs ","Jean-Pierre Jeunet",2009,"Color",213,105,1260917,"Action|Comedy|Crime","French","France","R",27000000,7.2
"Mindhunters ","Renny Harlin",2004,"Color",127,101,4476235,"Crime|Horror|Mystery|Thriller","English","USA","R",27000000,6.4
"Next Day Air ","Benny Boom",2009,"Color",49,84,10017041,"Action|Comedy|Crime","English","USA","R",3000000,5.9
"The Haunting ","Jan de Bont",1999,"Color",167,113,91188905,"Fantasy|Horror|Mystery|Thriller","English","USA","PG-13",80000000,4.9
"Sinister ","Scott Derrickson",2012,"Color",411,110,48056940,"Horror|Mystery","English","USA","R",3000000,6.8
"Extreme Measures ","Michael Apted",1996,"Color",47,118,17305211,"Crime|Drama|Mystery|Thriller","English","USA","R",38000000,6.1
"Executive Decision ","Stuart Baird",1996,"Color",60,133,68750000,"Action|Adventure|Thriller","English","USA","R",55000000,6.4
"Jason Goes to Hell: The Final Friday ","Adam Marcus",1993,"Color",112,91,15935068,"Fantasy|Horror|Thriller","English","USA","R",2500000,4.3
"Freaky Friday ","Mark Waters",2003,"Color",129,97,110222438,"Comedy|Family|Fantasy|Music|Romance","English","USA","PG",26000000,6.1
"28 Weeks Later ","Juan Carlos Fresnadillo",2007,"Color",274,100,28637507,"Drama|Horror|Sci-Fi","English","UK","R",15000000,7
"Legend of the Guardians: The Owls of Ga'Hoole ","Zack Snyder",2010,"Color",188,101,55673333,"Action|Adventure|Animation|Family|Fantasy","English","USA","PG",80000000,7
"Alex Rider: Operation Stormbreaker ","Geoffrey Sax",2006,"Color",66,93,652526,"Action|Adventure|Family|Thriller","English","Germany","PG",40000000,5.1
"The Forbidden Kingdom ","Rob Minkoff",2008,"Color",206,104,25040293,"Action|Adventure|Fantasy","English","USA","PG-13",55000000,6.6
"Hellboy ","Guillermo del Toro",2004,"Color",242,132,59035104,"Action|Fantasy|Horror|Sci-Fi","English","USA","PG-13",66000000,6.8
"Drive ","Nicolas Winding Refn",2011,"Color",676,100,35054909,"Crime|Drama","English","USA","R",15000000,7.8
"Get Hard ","Etan Cohen",2015,"Color",173,107,90353764,"Comedy|Crime","English","USA","R",40000000,6
"Kill Bill: Vol. 2 ","Quentin Tarantino",2004," Black and White",304,137,66207920,"Action|Crime|Drama|Thriller","English","USA","R",30000000,8
"Perfume: The Story of a Murderer ","Tom Tykwer",2006,"Color",226,147,2208939,"Crime|Drama|Fantasy","English","Germany","R",50000000,7.5
"Freeheld ","Peter Sollett",2015,"Color",133,103,532988,"Biography|Drama|Romance","English","USA","PG-13",7000000,6.5
"The Borrowers ","Peter Hewitt",1997,"Color",42,89,22359293,"Adventure|Comedy|Family|Fantasy","English","UK","PG",29000000,5.8
"It's a Mad, Mad, Mad, Mad World ","Stanley Kramer",1963,"Color",61,197,46300000,"Action|Adventure|Comedy|Crime","English","USA","Approved",9400000,7.6
"Blood Work ","Clint Eastwood",2002,"Color",146,110,26199517,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",50000000,6.4
"Joyeux Noel ","Christian Carion",2005,"Color",115,116,1050445,"Drama|History|Music|Romance|War","French","France","PG-13",22000000,7.8
"The Forsaken ","J.S. Cardone",2001,"Color",56,90,6755271,"Horror|Thriller","English","USA","R",5000000,5.3
"Zack and Miri Make a Porno ","Kevin Smith",2008,"Color",247,101,31452765,"Comedy|Romance","English","USA","R",24000000,6.6
"Downfall ","Oliver Hirschbiegel",2004,"Color",192,178,5501940,"Biography|Drama|History|War","German","Germany","R",13500000,8.3
"The Legend of Drunken Master ","Chia-Liang Liu",1994,"Color",77,102,11546543,"Action|Comedy","Cantonese","Hong Kong","R",2000000,7.6
"Brokedown Palace ","Jonathan Kaplan",1999,"Color",70,100,10114315,"Drama|Mystery|Thriller","English","USA","PG-13",25000000,6.4
"Predator 2 ","Stephen Hopkins",1990,"Color",119,103,30669413,"Action|Horror|Sci-Fi","English","USA","R",35000000,6.2
"Shaft ","John Singleton",2000,"Color",160,99,70327868,"Action|Crime|Thriller","English","Germany","R",46000000,5.9
"A Dog of Flanders ","Kevin Brodie",1999,"Color",25,100,2148212,"Drama|Family","English","USA","PG",7000000,6.3
"In Dreams ","Neil Jordan",1999,"Color",62,100,11900000,"Drama|Fantasy|Thriller","English","USA","R",30000000,5.5
"Big Fish ","Tim Burton",2003,"Color",235,125,66257002,"Adventure|Drama|Fantasy","English","USA","PG-13",70000000,8
"The Gambler ","Rupert Wyatt",2014,"Color",175,111,33631221,"Crime|Drama|Thriller","English","USA","R",25000000,6
"An American Haunting ","Courtney Solomon",2005,"Color",125,91,16298046,"Horror|Mystery|Thriller","English","UK","PG-13",14000000,5
"Cutthroat Island ","Renny Harlin",1995,"Color",61,124,11000000,"Action|Adventure|Comedy","English","USA","PG-13",98000000,5.6
"Eyes Wide Shut ","Stanley Kubrick",1999,"Color",280,159,55637680,"Drama|Mystery|Thriller","English","UK","R",65000000,7.3
"Ramona and Beezus ","Elizabeth Allen Rosenbaum",2010,"Color",81,103,26161406,"Adventure|Comedy|Family|Fantasy","English","USA","G",15000000,6.7
"Don't Say a Word ","Gary Fleder",2001,"Color",113,113,54997476,"Crime|Drama|Mystery|Thriller","English","USA","R",50000000,6.3
"The Adventures of Huck Finn ","Stephen Sommers",1993,"Color",14,108,24103594,"Adventure|Comedy|Drama|Family","English","USA","PG",6500000,6.2
"Caravans ","James Fargo",1978,"Color",2,127,1000000,"Action|Adventure|History","English","Iran","PG",14000000,6.5
"Chuck & Buck ","Miguel Arteta",2000,"Color",59,96,1050600,"Comedy|Drama","English","USA","R",250000,6.6
"The Bridge on the River Kwai ","David Lean",1957,"Color",122,161,27200000,"Adventure|Drama|War","English","UK","PG",3000000,8.2
"Hedwig and the Angry Inch ","John Cameron Mitchell",2001,"Color",108,95,3029081,"Comedy|Drama|Music|Musical","English","USA","R",6000000,7.8
"The Forest ","Jason Zada",2016,"Color",185,93,26583369,"Horror|Mystery|Thriller","English","USA","PG-13",10000000,4.8
"Grease ","Randal Kleiser",1978,"Color",124,110,181360000,"Musical|Romance","English","USA","PG-13",6000000,7.2
"Keanu ","Peter Atencio",2016,"Color",129,100,20566327,"Action|Comedy","English","USA","R",15000000,6.4
"Poetic Justice ","John Singleton",1993,"Color",12,109,27515786,"Drama|Romance","English","USA","R",14000000,5.9
"Striptease ","Andrew Bergman",1996,"Color",51,117,32800000,"Comedy|Crime|Drama|Thriller","English","USA","R",40000000,4.3
"L'auberge espagnole ","Cédric Klapisch",2002,"Color",88,111,3895664,"Comedy|Drama","French","France","R",5300000,7.3
"Darkness ","Jaume Balagueró",2002,"Color",108,103,22160085,"Horror","English","USA","PG-13",10600000,5.4
"The Grudge 2 ","Takashi Shimizu",2006,"Color",131,137,39143839,"Horror|Thriller","English","USA","PG-13",20000000,5
"The Full Monty ","Peter Cattaneo",1997,"Color",122,91,45857453,"Comedy|Drama|Music","English","UK","R",3500000,7.2
"Fool's Gold ","Andy Tennant",2008,"Color",176,112,70224196,"Action|Adventure|Comedy|Romance|Thriller","English","USA","PG-13",70000000,5.6
"The Long Kiss Goodnight ","Renny Harlin",1996,"Color",94,121,33328051,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",65000000,6.7
"300: Rise of an Empire ","Noam Murro",2014,"Color",366,102,106369117,"Action|Drama|Fantasy|War","English","USA","R",110000000,6.2
"Love Stinks ","Jeff Franklin",1999,"Color",45,94,2800000,"Comedy","English","USA","R",4000000,5.8
"Megaforce ","Hal Needham",1982,"Color",40,99,5333658,"Action|Sci-Fi","English","USA","PG",20000000,3.5
"Ondine ","Neil Jordan",2009,"Color",123,111,548934,"Drama|Mystery|Romance","English","Ireland","PG-13",12000000,6.8
"The Rugrats Movie ","Igor Kovalyov",1998,"Color",45,83,100491683,"Adventure|Animation|Comedy|Drama|Family|Musical","English","USA","G",24000000,5.9
"The Grandmaster ","Kar-Wai Wong",2013,"Color",273,122,6594136,"Action|Biography|Drama","Mandarin","Hong Kong","PG-13",38600000,6.5
"10 Things I Hate About You ","Gil Junger",1999,"Color",133,97,38176108,"Comedy|Drama|Romance","English","USA","PG-13",16000000,7.2
"12 Years a Slave ","Steve McQueen",2013,"Color",597,134,56667870,"Biography|Drama|History","English","USA","R",20000000,8.1
"Nanny McPhee ","Kirk Jones",2005,"Color",128,97,47124400,"Comedy|Family|Fantasy","English","USA","PG",25000000,6.6
"Fur: An Imaginary Portrait of Diane Arbus ","Steven Shainberg",2006,"Color",105,122,220914,"Biography|Drama|Romance","English","USA","R",16800000,6.5
"Caddyshack ","Harold Ramis",1980,"Color",71,98,39800000,"Comedy|Sport","English","USA","R",6000000,7.4
"City of Angels ","Brad Silberling",1998,"Color",110,114,78745923,"Drama|Fantasy|Romance","English","Germany","PG-13",55000000,6.7
"Oldboy ","Chan-wook Park",2003,"Color",305,120,2181290,"Drama|Mystery|Thriller","Korean","South Korea","R",3000000,8.4
"Requiem for a Dream ","Darren Aronofsky",2000,"Color",234,102,3609278,"Drama","English","USA","R",4500000,8.4
"Blood and Wine ","Bob Rafelson",1996,"Color",42,101,1075288,"Crime|Drama|Thriller","English","USA","R",22000000,6.1
"Beavis and Butt-Head Do America ","Mike Judge",1996,"Color",63,81,63071133,"Adventure|Animation|Comedy|Crime","English","USA","PG-13",12000000,6.8
"Looper ","Rian Johnson",2012,"Color",589,119,66468315,"Action|Crime|Drama|Sci-Fi|Thriller","English","USA","R",30000000,7.4
"Flicka ","Michael Mayer",2006,"Color",46,95,20998709,"Adventure|Drama|Family","English","USA","PG",15000000,6.2
"The Unborn ","David S. Goyer",2009,"Color",178,89,42638165,"Drama|Fantasy|Horror|Mystery|Thriller","English","USA","PG-13",16000000,4.8
"The Boss ","Ben Falcone",2016,"Color",154,99,63034755,"Comedy","English","USA","R",29000000,5.3
"Man of the Year ","Barry Levinson",2006,"Color",111,115,37442180,"Comedy|Drama|Romance|Thriller","English","USA","PG-13",20000000,6.2
